pop,emp,emp_to_pop_ratio,hc,ccon,cda,cn,ck,ctfp,cwtfp,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,total,excl_energy,energy,metals_minerals,forestry,agriculture,fish,total_change,excl_energy_change,energy_change,metals_minerals_change,forestry_change,agriculture_change,fish_change,growthbucket
31.45048332,11.89000797,0.378054857,1.935851216,58102.5625,65074.57031,115501.5859,0.002431468,0.367772847,0.371226698,64385.48438,71082.71875,176754.4531,0.553794801,0.96496129,0.927165151,0.604254127,0.107153758,0.038896833,76.17554474,0.227817819,0.243919387,0.233502552,0.837335587,0.112547942,0.100604169,0.051645041,-0.096063003,-0.006069707,0.220270813,0.378104836,0.290632099,0.491050571,0.485876858,0.286850482,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
6.400705814,2.667999983,0.416829028,1.206392884,4015.767578,4251.780762,8869.179688,0.000275211,0.158038244,0.158064291,4644.187988,4717.507813,8735.905273,0.482612073,1.185017586,1.021861315,0.800393045,0.01,0.031005615,720.6733398,0.187043682,0.18924658,0.173599184,0.814330697,0.057778776,0.16877605,0.027593516,-0.068479046,0,0.194282874,0.226729169,0.152115151,0.489490092,0.538728297,0.200183839,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
6.865951061,2.697999954,0.392953566,1.410264611,9335.87793,11089.3457,32368.90234,0.000731567,0.283624321,0.292564839,10211.74316,12240.9541,42310.33984,0.762669623,0.93066293,0.908371627,0.617155015,0.041199815,0.043546833,711.9762573,0.248063639,0.263444901,0.24871473,0.792267919,0.169746935,0.111504957,0.035994552,-0.11147847,0.00196406,0.245099545,0.345338464,0.26912415,0.510449111,0.475073725,0.303168654,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
1.899256945,0.46992451,0.247425453,2.001039267,8439.121094,10249.52734,17290.63086,0.000425818,0.749599338,0.756203175,9616.535156,11835.51563,34673.61328,0.479878187,1.016030788,0.889394939,0.624426246,0.134349734,0.056275979,6.939828396,0.390279859,0.386556834,0.392723113,0.678136706,0.185444012,0.186301738,0.268742204,-0.313437462,-0.005187132,0.358733237,0.369202197,0.505109191,0.505689919,0.468926758,0.427748352,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
3.754986048,1.455000043,0.387484807,1.397580743,3334.499512,3632.070801,6511.961914,0.000140686,0.397973508,0.417187244,3495.580322,4015.518555,17254.91406,0.982022047,0.893385589,0.921328485,0.231892437,0.207176194,0.035732269,711.9762573,0.275230229,0.28646937,0.287401944,0.787728667,0.08938092,0.213849038,0.048247173,-0.042568378,-0.09663742,0.260315269,0.412412137,0.330170572,0.493626237,0.497236729,0.400257438,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
27.25053406,5.432928085,0.1993696,1.386448741,52902.03906,56474.52344,16664.39844,0.000520491,0.998187423,1.031707048,55238.69531,73590.94531,114137.9844,0.146204278,1.065156817,1.014113069,0.736046731,0.229548037,0.057008687,2.571224928,0.191649169,0.201726556,0.19055149,0.975196362,0.068044595,0.032420829,0.012754353,-0.052250825,-0.036165319,0.19043602,0.350954354,0.228139684,0.436381876,0.48061341,0.413007975,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
1.231122017,0.284000009,0.230683884,2.122700691,6589.850586,7705.503418,18006.70508,0.001044399,0.742088377,0.425197691,6389.061035,9375.448242,48255.18359,0.97566539,1.000278831,0.646571398,0.334146738,0.068139717,0.09394379,711.9762573,0.400143474,0.487064511,0.439306885,0.348598778,0.086336553,0.161367282,0.518759906,-0.163302019,0.048239511,0.407571703,1.000482798,0.384096444,0.388092935,0.451004446,0.648935556,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
11.35297298,4.787269115,0.421675373,1.117957711,7258.485352,8177.774902,32044.37695,0.000654478,0.18586494,0.186635345,7749.286133,8862.933594,49871.61719,0.611815691,0.952094138,0.831929028,0.615220368,0.033590578,0.024867065,711.9762573,0.219418481,0.227688789,0.22069855,0.735451698,0.117474847,0.192101136,0.065785363,-0.091680177,-0.019132867,0.221724018,0.292989194,0.210591823,0.435196251,0.454291135,0.266479969,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
4.564297199,1.572000027,0.344412285,1.360252857,4318.947754,4588.447754,12521.28809,0.000317782,0.243227214,0.254198343,3577.55835,3604.279541,12737.79688,0.497093439,0.675301492,0.529110193,0.535166621,0.094959587,0.04030719,2092.125,0.225578561,0.225225344,0.20401074,0.894095659,0.063882977,0.129678413,0.063769147,-0.16264537,0.011219122,0.225591674,0.219564721,0.225488096,0.578462183,0.492691934,0.171820909,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
1.868698955,0.621999979,0.33285189,2.023988724,5175.336914,6040.560547,9495.594727,0.000318621,0.336708039,0.419263989,4652.069824,5754.222168,18454.93359,0.921085238,0.641940653,0.757536948,0.668069482,0.010809303,0.052876431,6.939828396,0.243468642,0.267219782,0.188589975,0.8998909,0.185616508,0.210374624,0.144297153,-0.454141736,0.013962483,0.231249198,0.409287363,0.295738161,0.430008441,0.489665538,0.44165957,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
2.709358931,0.660150528,0.243655619,1.488011718,5119.423828,5918.274414,11816.27246,0.000322173,0.458116025,0.482186824,5392.343262,5488.043457,13538.31836,0.136823729,1.956829548,1.447287679,0.605201364,0.052578077,0.034271322,238.9233398,0.239331707,0.252121657,0.239439026,0.686921656,0.147856951,0.260617733,0.136832267,-0.232228667,-1.76E-16,0.259696811,0.334085971,0.185654521,0.524285972,0.467097312,0.322724998,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
9.884052277,2.941766262,0.29762755,1.312416196,20613.18555,24426.91016,67562.30469,0.001285929,0.538622975,0.533362508,20559.12891,26966.66016,77642.75781,0.594506919,1.056929588,1.055369139,0.383378386,0.168072522,0.03883525,711.9762573,0.244998038,0.260526329,0.255453795,0.760354698,0.160897717,0.109297447,0.110051967,-0.161812276,0.021210453,0.242026716,0.344456702,0.26566878,0.502002776,0.455442965,0.253022552,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
1.18514502,0.487450004,0.41129988,2.283645391,12053.27637,15955.18848,39163.27344,0.000915982,0.859434307,0.750513613,11039.06641,15425.68164,57608.75,0.632888556,0.87171948,0.909781218,0.482990921,0.14922069,0.043946389,26.2495575,0.289327204,0.294512451,0.277356237,0.549907327,0.222255647,0.136655822,0.184449002,-0.249658704,0.156390935,0.289289743,0.310530037,0.289478034,0.460123241,0.474838197,0.324656874,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
1.72834003,0.509216011,0.294627216,2.460947275,10643.74023,15309.99609,31894.66602,0.000818112,0.786718249,0.707260132,8818.443359,15487.26563,59048.52734,0.46159187,1.239172816,1.03023541,0.277960986,0.312779188,0.066136435,5.101815701,0.316639751,0.331857711,0.353726983,0.456926703,0.285157502,0.193518221,0.334387004,-0.272928715,0.002939274,0.257960528,0.366569817,0.455190569,0.504878223,0.463946432,0.336755544,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
15.27423382,5.789249897,0.379020641,1.738680601,32063.32031,37070.6875,72383.97656,0.001757541,0.436343163,0.412160724,31927.10742,37274.85156,107429.1328,0.613862038,0.998510599,0.954130292,0.50265944,0.106986716,0.043769691,711.9762573,0.243611798,0.262894481,0.266417533,0.746106029,0.132784858,0.104146011,0.107052647,-0.086310297,-0.003779319,0.240505368,0.38636601,0.265866458,0.451480269,0.455829144,0.381762147,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
12.22225094,4.892212868,0.400271021,2.068792343,20437.26953,33031.09766,60856.73438,0.001361343,0.401048899,0.400718182,8265.597656,10685.03223,89993.26563,0.86965096,0.92317009,0.527264535,0.550735414,0.185118601,0.040949576,1,0.310917109,0.223383382,0.237638339,0.465726227,0.396467745,0.177661762,0.120878629,-0.061145753,-0.099588603,0.305708736,0.081333607,0.324570477,0.501329005,0.516504288,0.210346714,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,1
18.06768608,6.818436146,0.377382921,1.129434109,11940.60254,14452.8623,9920.588867,0.000246214,0.457642436,0.534763038,9668.943359,11971.27441,16223.02148,0.394133061,0.830099285,0.829513371,0.428279638,0.286037475,0.038496576,15.2272501,0.392244309,0.439878851,0.422095746,0.897738099,0.211386517,0.106967643,0.106608607,-0.322700858,0,0.363033712,0.666282415,0.637397528,0.508045077,0.517505407,0.730988204,327.86,223.05,769.06,268.89,289.58,149.37,876.46,0.264843177,0.012115437,0.717188407,0.09993455,-0.061176852,0.073986195,0.007575845,0
16.98326683,7.466683865,0.439649447,1.308486342,24569.13672,36884.26563,216432.2969,0.01630679,0.129222795,0.122775927,40937.63281,62917.30078,520588.5313,1.20801568,0.440022022,0.496188372,0.284878641,0.031146472,0.066853076,22.05786133,0.419018179,0.322523087,0.321205348,0.465406597,0.331058472,0.195067167,0.441213965,-0.179746985,-0.252999276,0.356053889,0.130011827,0.569243312,0.383245468,0.480760485,0.133653089,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
8.329405785,4.026000023,0.483347807,1.375628233,6808.961426,7366.098633,6505.737305,0.000193442,0.21272023,0.230841503,7418.852051,7980.23584,10637.85352,0.466549486,0.732752681,0.729693353,0.74101007,0.072339125,0.047600288,442.9918823,0.251300037,0.263551295,0.2575185,0.820249617,0.085656919,0.226592481,0.057542808,-0.085924715,-0.104117103,0.261908233,0.413277954,0.212899104,0.498848677,0.498647541,0.375083894,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
7.076733112,2.779000044,0.39269533,1.423522234,9914.407227,12166.73633,34268.12891,0.000724009,0.29577598,0.310793608,10611.18359,13152.2168,43440.30859,0.779536128,0.955799162,0.951604486,0.617155015,0.050551582,0.04363184,733.0385132,0.244703844,0.256816864,0.241569772,0.773929536,0.203001678,0.119652867,0.036731586,-0.115768157,-0.017547479,0.244971022,0.310136557,0.242975667,0.500968277,0.468297333,0.271674037,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
34.17301941,13.59368324,0.397789937,1.508247495,31033.82227,38889.28516,73107.83594,0.00164363,0.333195299,0.30776906,37694.20313,45217.61719,171301.9219,0.416997105,1.015721321,0.834191024,0.494084418,0.20224531,0.0448892,876.4116821,0.338332802,0.335961729,0.32891196,0.644566178,0.194715589,0.124677837,0.037823092,-0.089934364,0.088151626,0.345522612,0.326594561,0.301162571,0.499943793,0.476404518,0.319900751,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
29.18183136,7.545046329,0.258552873,1.569781184,97413.35156,132512.7813,392636.9375,0.008354595,0.661516368,0.624468088,98394.66406,137860.8125,729653.625,0.534414768,1.076509833,0.988313496,0.504746199,0.113568895,0.043978918,11.3029747,0.304556668,0.305471927,0.294693947,0.58902055,0.2609424,0.135187089,0.116974138,-0.179144278,0.077020161,0.284846693,0.308012098,0.390434593,0.454047203,0.45801568,0.306102335,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
2.790729046,0.731999993,0.262297049,1.503509164,5168.686035,6136.500977,12351.62988,0.00035199,0.417692095,0.444716722,5419.783203,5697.645508,13880.83398,0.156835452,1.777997255,1.338360786,0.605201364,0.044196609,0.03557948,255.6291656,0.234853461,0.247501329,0.23457928,0.670663834,0.175239325,0.265214264,0.137350962,-0.248468384,0,0.257754475,0.315048158,0.176942259,0.502075136,0.440234035,0.30616796,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
12.36616516,5.166072369,0.417758642,2.105179071,22277.93555,31089.16797,65481.48438,0.00139097,0.391306967,0.353747219,10118.58398,12301.70508,92391.82031,0.905610681,0.875160217,0.576587558,0.550735414,0.175688639,0.041757133,1,0.295115829,0.236226797,0.227457196,0.516991317,0.267384171,0.159051195,0.074581169,-0.105996393,0.08798857,0.308066189,0.087334387,0.253021061,0.491029769,0.490966558,0.200124994,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
6.555829048,2.755000114,0.420236723,1.215250373,4071.106445,4350.17334,9105.964844,0.000305309,0.148642972,0.149191573,4673.566895,4792.586914,8766.147461,0.559981823,1.149098396,0.985947609,0.807774127,0.01,0.030796064,830.3533325,0.175460309,0.175298259,0.159481689,0.777703464,0.067194544,0.202550307,0.022535888,-0.069984257,-1.72E-16,0.181605458,0.172934234,0.151865691,0.491995245,0.503280759,0.151913419,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
1.072926998,0.246999994,0.23021137,1.644034624,7279.491699,8194.548828,17118.20508,0.000413968,0.939983249,0.973262131,5657.262695,7217.01123,41232.10547,1.050225139,0.75716567,0.787840962,0.612078846,0.041011315,0.055427723,8.60918045,0.190390244,0.213736668,0.203391165,0.824944556,0.1206607,0.134938881,0.214188233,-0.26764372,-0.027088607,0.185418308,0.399462789,0.22078605,0.48117137,0.467458665,0.331831962,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
1.885954976,0.582000017,0.308596984,2.072481871,5097.470703,5928.270508,9849.96582,0.000282789,0.384296775,0.439972728,4586.544434,5621.540527,18965.44727,0.903277636,0.698115051,0.77217412,0.651621044,0.020342637,0.050288692,8.60918045,0.206030771,0.22486645,0.162270993,0.819710255,0.16744037,0.207639903,0.191930905,-0.417664289,0.030942816,0.195236415,0.340435028,0.248644188,0.429944158,0.464339525,0.371016502,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
46.38500595,13.19107056,0.284382211,2.124513388,327957.1563,386654.4375,830118.875,0.019206299,0.750426173,0.680954099,319501.9063,390104.5938,1687783.75,0.662788987,1.004013419,0.893098712,0.545413494,0.116106011,0.043123409,8.60918045,0.299775451,0.303605825,0.302313387,0.667736709,0.143759876,0.135487363,0.130853817,-0.123545907,0.045708161,0.278583676,0.32500717,0.404217064,0.48659271,0.507399678,0.376141787,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
4.739147186,1.633999944,0.34478776,1.37434566,4947.720215,5283.941895,11504.58887,0.00027273,0.276179761,0.301768184,4385.186035,4425.544922,12643.69336,0.488656491,0.788401186,0.641855061,0.535166621,0.075387746,0.040762138,1986.154175,0.24783437,0.254729033,0.235325068,0.924138188,0.072557434,0.143591851,0.037015386,-0.140437245,-0.036865547,0.253186315,0.356188715,0.213389948,0.498422891,0.46222195,0.280323178,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,1
27.94500542,5.583701611,0.199810361,1.404699802,51025.05859,56617.80469,19125.9082,0.000626581,0.885860264,0.9259758,53486.73047,75816.82813,128560.625,0.18117407,1.092073917,0.966731429,0.738935769,0.188281834,0.059247684,2.587021112,0.224780992,0.241003647,0.231390953,0.938327372,0.107755467,0.044772588,0.012206023,-0.051768593,-0.051292833,0.224274099,0.389009893,0.235404208,0.41302672,0.476773053,0.454614937,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
3.832202911,1.481999993,0.386722736,1.4045012,3381.468994,3662.852539,6709.289551,0.000135151,0.404508024,0.419289291,3513.076904,4000.391846,17369.37891,0.984364808,0.894916773,0.913670361,0.231892437,0.208044305,0.035194799,733.0385132,0.276224434,0.286580116,0.287932068,0.812858284,0.083099551,0.185773447,0.045898344,-0.04413525,-0.083494358,0.264485627,0.411027402,0.327588052,0.478095502,0.452556461,0.396116912,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
11.77197647,4.984083176,0.423385418,1.122800827,7735.178711,8901.261719,33099.24219,0.000650996,0.199132487,0.198084891,8250.357422,9661.722656,50452.19922,0.617197275,0.999852777,0.885806561,0.598958015,0.04866384,0.025128806,733.0385132,0.222550288,0.228050485,0.219335288,0.718937755,0.135994047,0.183174863,0.052907865,-0.103369683,0.012355134,0.227380544,0.264535904,0.203592092,0.465699553,0.43295595,0.233690232,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
18.58875847,7.058773994,0.379733483,1.135416269,12223.43652,14154.61816,10815.55273,0.00025829,0.413735032,0.436368048,10015.59863,11495.87402,17390.01758,0.432353944,0.879123628,0.748411059,0.513235569,0.258168697,0.038726222,20.70363998,0.344729811,0.381174624,0.370684564,0.83313781,0.150171816,0.117376253,0.156148955,-0.256834865,-1.01E-11,0.309059858,0.611852527,0.59791553,0.501299083,0.495050788,0.58001405,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
9.785700798,2.839072704,0.290124618,1.904421449,63196.10547,80711.14844,238682.5,0.004925063,0.777762234,0.736970782,57855.39063,80538.91406,384806.0938,0.65933162,0.966456354,0.955676377,0.510920823,0.110040225,0.051611837,1.438712478,0.271438867,0.284106821,0.270348817,0.623322964,0.214592129,0.150947899,0.179124624,-0.261055261,0.093067624,0.265298158,0.329814047,0.296796262,0.452019453,0.447117656,0.273861349,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
1.933596015,0.463385493,0.23964959,2.016995192,9102.874023,11603.76758,18563.95313,0.000429695,0.769846439,0.846304834,10320.69727,13271.99316,36623.51172,0.507778168,1.016343117,0.986032546,0.593367696,0.152302623,0.056798685,8.60918045,0.340957433,0.335691959,0.343711168,0.711114585,0.247258678,0.18886967,0.273696631,-0.343171835,-0.077767767,0.318952203,0.316526443,0.423809588,0.507341087,0.447405547,0.357614785,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
1.754935026,0.493117541,0.280989059,2.494708776,10406.65918,15253.56152,35603.19531,0.000878758,0.749307036,0.668073952,8534.882813,15031.74707,63065.53516,0.497232944,1.187181711,0.955585361,0.277960986,0.291784585,0.066216551,5.841158867,0.305648685,0.316092581,0.334865808,0.434087425,0.295658559,0.200713485,0.319070756,-0.23968114,-0.009849017,0.265792936,0.338516474,0.391845495,0.484243512,0.460842907,0.301198095,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,0
5.111770153,2.296999931,0.449355089,1.713900924,6067.754395,7132.090332,13541.7959,0.000311759,0.204712287,0.218401209,6106.262207,7536.364258,31525.15039,0.841086328,0.949328125,0.925584555,0.806201458,0.01,0.029881576,733.0385132,0.222714648,0.238179222,0.231219098,0.787494779,0.16615206,0.159734339,0.068480194,-0.125921294,-0.055940095,0.228433177,0.326342314,0.194522187,0.502076328,0.440060854,0.385343283,290.16,214.79,629.46,241.9,273.4,160.61,876.89,-0.114988105,-0.037032056,-0.181520298,-0.100375618,-0.055874024,0.075249381,0.00049061,1
